,,Location 2021,,-->,Location 2022,AIFDB,
cutiestestrun19November2020,cutiestestrun19November2020,19226,19226,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19237,19237,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19227,19227,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19223,22904,,,19223,
cutiestestrun19November2020,cutiestestrun19November2020,19222,19222,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19230,19230,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19245,19245,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19229,19229,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19235,19235,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19228,19228,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19234,22909,,,19234,
cutiestestrun19November2020,cutiestestrun19November2020,19238,19238,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19233,19233,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19231,19231,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19239,19239,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19240,19240,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19244,19244,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19243,19243,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19247,19247,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19242,19242,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19241,19241,,,,
,,,,,,,
cutiestestrun19November2020,IAAcuties19November2020old,19212,19212,,22899,,
cutiestestrun19November2020,IAAcuties19November2020old,19224,19224,,22902,,
cutiestestrun19November2020,IAAcuties19November2020old,19223,19223,,22904,,
cutiestestrun19November2020,IAAcuties19November2020old,19234,19234,,22909,,
,,,,,,,
cutiestestrun19November2020,IAAcuties19November2020new,22069,,,22900,,
cutiestestrun19November2020,IAAcuties19November2020new,22070,,,22903,,
cutiestestrun19November2020,IAAcuties19November2020new,22071,,,22905,,
cutiestestrun19November2020,IAAcuties19November2020new,22072,,,22913,,
,,,,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19151,25937,,19151,,
cutiestestrun5November2020,cutiestestrun5November2020,19148,25938,,19148,,
cutiestestrun5November2020,cutiestestrun5November2020,19147,25940,,19147,,
cutiestestrun5November2020,cutiestestrun5November2020,19145,19145,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19146,19146,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19150,22742,,,19150,
cutiestestrun5November2020,cutiestestrun5November2020,19149,19149,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19144,19144,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19152,19152,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19153,19153,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19156,19156,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19165,19165,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19154,19154,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19143,19143,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19155,19155,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19161,19161,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19157,19157,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19158,19158,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19160,19160,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19159,19159,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19170,19170,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19176,19176,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19163,22743,,,19163,
cutiestestrun5November2020,cutiestestrun5November2020,19166,19166,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19162,19162,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19173,19173,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19185,19185,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19167,19167,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19172,19172,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19182,19182,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19183,19183,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19187,19187,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19186,19186,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19178,19178,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19174,19174,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19169,19169,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19171,19171,,,,
cutiestestrun5November2020,cutiestestrun5November2020,19177,22744,,,19177,
cutiestestrun5November2020,cutiestestrun5November2020,19175,22745,,,19175,
cutiestestrun5November2020,cutiestestrun5November2020,19179,19179,,,,
,,,,,,,
cutiestestrun5November2020,IAAcuties05Novermber2020old,19150,22742,,22742,19150,
cutiestestrun5November2020,IAAcuties05Novermber2020old,19163,23439,,23439,22743/19163,
cutiestestrun5November2020,IAAcuties05Novermber2020old,19177,22744,,22744,19177,
cutiestestrun5November2020,IAAcuties05Novermber2020old,19175,23424,,23424,22745/19175,
,,,,,,,
cutiestestrun5November2020,IAAcuties05Novermber2020new,22065,,,23405,,
cutiestestrun5November2020,IAAcuties05Novermber2020new,22066,,,23438,22886,
cutiestestrun5November2020,IAAcuties05Novermber2020new,22067,,,22894,,
cutiestestrun5November2020,IAAcuties05Novermber2020new,22068,,,23427,23412;23423,
,,,,,,,
cutietestrun22October2020,cutietestrun22October2020,19056,19056,,,,
cutietestrun22October2020,cutietestrun22October2020,19044,19044,,,,
cutietestrun22October2020,cutietestrun22October2020,19054,19054,,,,
cutietestrun22October2020,cutietestrun22October2020,19058,19058,,,,
cutietestrun22October2020,cutietestrun22October2020,19065,19065,,,,
cutietestrun22October2020,cutietestrun22October2020,19059,19059,,,,
cutietestrun22October2020,cutietestrun22October2020,19072,25536,,,19072,
cutietestrun22October2020,cutietestrun22October2020,19066,19066,,,,
cutietestrun22October2020,cutietestrun22October2020,19063,25537,,,22739; 19063,
cutietestrun22October2020,cutietestrun22October2020,19077,19077,,,,
cutietestrun22October2020,cutietestrun22October2020,19057,19057,,,,
cutietestrun22October2020,cutietestrun22October2020,19078,19078,,,,
cutietestrun22October2020,cutietestrun22October2020,19076,19076,,,,
cutietestrun22October2020,cutietestrun22October2020,19069,19069,,,,
cutietestrun22October2020,cutietestrun22October2020,19070,25538,,,19070,
cutietestrun22October2020,cutietestrun22October2020,19071,25539,,,22740; 19071,
cutietestrun22October2020,cutietestrun22October2020,19082,19082,,,,
cutietestrun22October2020,cutietestrun22October2020,19073,19073,,,,
cutietestrun22October2020,cutietestrun22October2020,19083,19083,,,,
cutietestrun22October2020,cutietestrun22October2020,19075,19075,,,,
cutietestrun22October2020,cutietestrun22October2020,19079,19079,,,,
cutietestrun22October2020,cutietestrun22October2020,19081,19081,,,,
cutietestrun22October2020,cutietestrun22October2020,19093,19093,,,,
cutietestrun22October2020,cutietestrun22October2020,19089,19089,,,,
cutietestrun22October2020,cutietestrun22October2020,19074,25540,,,22741; 19074,
cutietestrun22October2020,cutietestrun22October2020,19091,19091,,,,
cutietestrun22October2020,cutietestrun22October2020,19084,19084,,,,
cutietestrun22October2020,cutietestrun22October2020,19087,19087,,,,
cutietestrun22October2020,cutietestrun22October2020,19090,19090,,,,
cutietestrun22October2020,cutietestrun22October2020,19085,19085,,,,
cutietestrun22October2020,cutietestrun22October2020,19092,19092,,,,
cutietestrun22October2020,cutietestrun22October2020,19088,19088,,,,
cutietestrun22October2020,cutietestrun22October2020,19086,19086,,,,
cutietestrun22October2020,cutietestrun22October2020,19095,19095,,,,
cutietestrun22October2020,cutietestrun22October2020,19094,19094,,,,
cutietestrun22October2020,cutietestrun22October2020,19099,19099,,,,
cutietestrun22October2020,cutietestrun22October2020,19098,19098,,,,
cutietestrun22October2020,cutietestrun22October2020,19096,19096,,,,
cutietestrun22October2020,cutietestrun22October2020,22271,22853,,,22271,
cutietestrun22October2020,cutietestrun22October2020,19100,19100,,,,
cutietestrun22October2020,cutietestrun22October2020,19103,19103,,,,
cutietestrun22October2020,cutietestrun22October2020,19097,19097,,,,
cutietestrun22October2020,cutietestrun22October2020,,19102,,,,
cutietestrun22October2020,cutietestrun22October2020,,26068,,,,
,,,,,,,
cutietestrun22October2020,IAAcuties22October2020old,19063,22739,,22739,19063,
cutietestrun22October2020,IAAcuties22October2020old,19071,23462,,23462,23463/22740/19071,
cutietestrun22October2020,IAAcuties22October2020old,19074,23437,,23437,22741/19074,
cutietestrun22October2020,IAAcuties22October2020old,22271,22853,,22853,,
,,,,,,,
cutietestrun22October2020,IAAcuties22October2020new,22061,,,22857,,
cutietestrun22October2020,IAAcuties22October2020new,22062,,,22862,,
cutietestrun22October2020,IAAcuties22October2020new,22063,,,23403,,
cutietestrun22October2020,IAAcuties22October2020new,22064,,,22868,,
,,,,,,,
cutietestrun2September2020,cutietestrun2September2020,18844,18844,,,,
cutietestrun2September2020,cutietestrun2September2020,18841,18841,,,,
cutietestrun2September2020,cutietestrun2September2020,18845,25543,,,18845,
cutietestrun2September2020,cutietestrun2September2020,18842,25544,,,18842,
cutietestrun2September2020,cutietestrun2September2020,18843,18843,,,,
cutietestrun2September2020,cutietestrun2September2020,18848,18848,,,,
cutietestrun2September2020,cutietestrun2September2020,18854,18854,,,,
cutietestrun2September2020,cutietestrun2September2020,18846,18846,,,,
cutietestrun2September2020,cutietestrun2September2020,18849,18849,,,,
cutietestrun2September2020,cutietestrun2September2020,18850,18850,,,,
cutietestrun2September2020,cutietestrun2September2020,18852,18852,,,,
cutietestrun2September2020,cutietestrun2September2020,18853,25545,,,18853,
cutietestrun2September2020,cutietestrun2September2020,18847,18847,,,,
cutietestrun2September2020,cutietestrun2September2020,18851,25546,,,18851,
cutietestrun2September2020,cutietestrun2September2020,18856,18856,,,,
cutietestrun2September2020,cutietestrun2September2020,18859,18859,,,,
cutietestrun2September2020,cutietestrun2September2020,18860,18860,,,,
cutietestrun2September2020,cutietestrun2September2020,18857,18857,,,,
cutietestrun2September2020,cutietestrun2September2020,18855,18855,,,,
cutietestrun2September2020,cutietestrun2September2020,18865,18865,,,,
cutietestrun2September2020,cutietestrun2September2020,18862,18862,,,,
cutietestrun2September2020,cutietestrun2September2020,18858,18858,,,,
cutietestrun2September2020,cutietestrun2September2020,18861,18861,,,,
cutietestrun2September2020,cutietestrun2September2020,18864,18864,,,,
cutietestrun2September2020,cutietestrun2September2020,18866,18866,,,,
cutietestrun2September2020,cutietestrun2September2020,18869,25547,,,18869,
cutietestrun2September2020,cutietestrun2September2020,18863,25548,,,18863,
cutietestrun2September2020,cutietestrun2September2020,18875,18875,,,,
cutietestrun2September2020,cutietestrun2September2020,18877,18877,,,,
cutietestrun2September2020,cutietestrun2September2020,18874,18874,,,,
cutietestrun2September2020,cutietestrun2September2020,18872,18872,,,,
cutietestrun2September2020,cutietestrun2September2020,18867,18867,,,,
cutietestrun2September2020,cutietestrun2September2020,18871,25549,,,18871,
cutietestrun2September2020,cutietestrun2September2020,18868,25550,,,18868,
cutietestrun2September2020,cutietestrun2September2020,18887,25551,,,18887,
cutietestrun2September2020,cutietestrun2September2020,18870,18870,,,,
cutietestrun2September2020,cutietestrun2September2020,18873,18873,,,,
cutietestrun2September2020,cutietestrun2September2020,18880,18880,,,,
cutietestrun2September2020,cutietestrun2September2020,18878,18878,,,,
cutietestrun2September2020,cutietestrun2September2020,18876,18876,,,,
cutietestrun2September2020,cutietestrun2September2020,18881,25552,,,18881,
cutietestrun2September2020,cutietestrun2September2020,18883,18883,,,,
cutietestrun2September2020,cutietestrun2September2020,18879,18879,,,,
cutietestrun2September2020,cutietestrun2September2020,18884,18884,,,,
cutietestrun2September2020,cutietestrun2September2020,18889,18889,,,,
cutietestrun2September2020,cutietestrun2September2020,18882,18882,,,,
cutietestrun2September2020,cutietestrun2September2020,18886,25553,,,18886,
cutietestrun2September2020,cutietestrun2September2020,18890,18890,,,,
cutietestrun2September2020,cutietestrun2September2020,18888,18888,,,,
cutietestrun2September2020,cutietestrun2September2020,18885,18885,,,,
,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18759,18759,,,,
cutietestrun30July2020,cutietestrun30July2020,18766,18766,,,,
cutietestrun30July2020,cutietestrun30July2020,18751,18751,,,,
cutietestrun30July2020,cutietestrun30July2020,18758,18758,,,,
cutietestrun30July2020,cutietestrun30July2020,18755,18755,,,,
cutietestrun30July2020,cutietestrun30July2020,18763,18763,,,,
cutietestrun30July2020,cutietestrun30July2020,18760,18760,,,,
cutietestrun30July2020,cutietestrun30July2020,18757,18757,,,,
cutietestrun30July2020,cutietestrun30July2020,18752,18752,,,,
cutietestrun30July2020,cutietestrun30July2020,18756,18756,,,,
cutietestrun30July2020,cutietestrun30July2020,18761,18761,,,,
cutietestrun30July2020,cutietestrun30July2020,18762,18762,,,,
cutietestrun30July2020,cutietestrun30July2020,18793,18793,,,,
cutietestrun30July2020,cutietestrun30July2020,18768,18768,,,,
cutietestrun30July2020,cutietestrun30July2020,18764,18764,,,,
cutietestrun30July2020,cutietestrun30July2020,18767,18767,,,,
cutietestrun30July2020,cutietestrun30July2020,18780,18780,,,,
cutietestrun30July2020,cutietestrun30July2020,18779,18779,,,,
cutietestrun30July2020,cutietestrun30July2020,18782,18782,,,,
cutietestrun30July2020,cutietestrun30July2020,18774,18774,,,,
cutietestrun30July2020,cutietestrun30July2020,18787,18787,,,,
cutietestrun30July2020,cutietestrun30July2020,18771,18771,,,,
cutietestrun30July2020,cutietestrun30July2020,18788,18788,,,,
cutietestrun30July2020,cutietestrun30July2020,18785,18785,,,,
cutietestrun30July2020,cutietestrun30July2020,18791,18791,,,,
cutietestrun30July2020,cutietestrun30July2020,18790,18790,,,,
cutietestrun30July2020,cutietestrun30July2020,18796,18796,,,,
cutietestrun30July2020,cutietestrun30July2020,18800,18800,,,,
cutietestrun30July2020,cutietestrun30July2020,18792,18792,,,,
cutietestrun30July2020,cutietestrun30July2020,18794,18794,,,,
cutietestrun30July2020,cutietestrun30July2020,18775,18775,,,,
cutietestrun30July2020,cutietestrun30July2020,18799,18799,,,,
cutietestrun30July2020,cutietestrun30July2020,18789,18789,,,,
cutietestrun30July2020,cutietestrun30July2020,18805,18805,,,,
cutietestrun30July2020,cutietestrun30July2020,18798,18798,,,,
cutietestrun30July2020,cutietestrun30July2020,18797,18797,,,,
cutietestrun30July2020,cutietestrun30July2020,18804,18804,,,,
cutietestrun30July2020,cutietestrun30July2020,18795,18795,,,,
cutietestrun30July2020,cutietestrun30July2020,18803,18803,,,,
cutietestrun30July2020,cutietestrun30July2020,18809,18809,,,,
cutietestrun30July2020,cutietestrun30July2020,18810,18810,,,,
cutietestrun30July2020,cutietestrun30July2020,18813,18813,,,,
cutietestrun30July2020,cutietestrun30July2020,18816,18816,,,,
cutietestrun30July2020,cutietestrun30July2020,18812,18812,,,,
cutietestrun30July2020,cutietestrun30July2020,18811,18811,,,,
cutietestrun30July2020,cutietestrun30July2020,18807,18807,,,,
cutietestrun30July2020,cutietestrun30July2020,18817,18817,,,,
cutietestrun30July2020,cutietestrun30July2020,18808,18808,,,,
cutietestrun30July2020,cutietestrun30July2020,18818,18818,,,,
cutietestrun30July2020,cutietestrun30July2020,18815,18815,,,,
,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18454,18454,,,,
cutietestrun18June2020,cutietestrun18June2020,18456,18456,,,,
cutietestrun18June2020,cutietestrun18June2020,18453,18453,,,,
cutietestrun18June2020,cutietestrun18June2020,18457,18457,,,,
cutietestrun18June2020,cutietestrun18June2020,18468,18468,,,,
cutietestrun18June2020,cutietestrun18June2020,18455,18455,,,,
cutietestrun18June2020,cutietestrun18June2020,18460,18460,,,,
cutietestrun18June2020,cutietestrun18June2020,18459,18459,,,,
cutietestrun18June2020,cutietestrun18June2020,18462,18462,,,,
cutietestrun18June2020,cutietestrun18June2020,18470,18470,,,,
cutietestrun18June2020,cutietestrun18June2020,18469,18469,,,,
cutietestrun18June2020,cutietestrun18June2020,18476,25420,,,18476,
cutietestrun18June2020,cutietestrun18June2020,18472,25421,,,18472,
cutietestrun18June2020,cutietestrun18June2020,18463,18463,,,,
cutietestrun18June2020,cutietestrun18June2020,18466,18466,,,,
cutietestrun18June2020,cutietestrun18June2020,18471,18471,,,,
cutietestrun18June2020,cutietestrun18June2020,18464,18464,,,,
cutietestrun18June2020,cutietestrun18June2020,18461,18461,,,,
cutietestrun18June2020,cutietestrun18June2020,18475,18475,,,,
cutietestrun18June2020,cutietestrun18June2020,18467,18467,,,,
cutietestrun18June2020,cutietestrun18June2020,18465,18465,,,,
cutietestrun18June2020,cutietestrun18June2020,18474,18474,,,,
cutietestrun18June2020,cutietestrun18June2020,18479,18479,,,,
cutietestrun18June2020,cutietestrun18June2020,18480,18480,,,,
cutietestrun18June2020,cutietestrun18June2020,18478,18478,,,,
cutietestrun18June2020,cutietestrun18June2020,18473,18473,,,,
cutietestrun18June2020,cutietestrun18June2020,18482,18482,,,,
cutietestrun18June2020,cutietestrun18June2020,18485,18485,,,,
cutietestrun18June2020,cutietestrun18June2020,18500,18500,,,,
cutietestrun18June2020,cutietestrun18June2020,18487,18487,,,,
cutietestrun18June2020,cutietestrun18June2020,18484,18484,,,,
cutietestrun18June2020,cutietestrun18June2020,18504,18504,,,,
cutietestrun18June2020,cutietestrun18June2020,18481,18481,,,,
cutietestrun18June2020,cutietestrun18June2020,18497,18497,,,,
cutietestrun18June2020,cutietestrun18June2020,18502,18502,,,,
cutietestrun18June2020,cutietestrun18June2020,18488,18488,,,,
cutietestrun18June2020,cutietestrun18June2020,18483,18483,,,,
cutietestrun18June2020,cutietestrun18June2020,18503,18503,,,,
cutietestrun18June2020,cutietestrun18June2020,18501,18501,,,,
cutietestrun18June2020,cutietestrun18June2020,18499,25424,,,18499,
cutietestrun18June2020,cutietestrun18June2020,18486,18486,,,,
cutietestrun18June2020,cutietestrun18June2020,18495,18495,,,,
cutietestrun18June2020,cutietestrun18June2020,18507,18507,,,,
cutietestrun18June2020,cutietestrun18June2020,18506,18506,,,,
cutietestrun18June2020,cutietestrun18June2020,18496,18496,,,,
cutietestrun18June2020,cutietestrun18June2020,18498,18498,,,,
,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18266,18266,,,,
cutietestrun4June2020,cutietestrun4June2020,18265,18265,,,,
cutietestrun4June2020,cutietestrun4June2020,18267,18267,,,,
cutietestrun4June2020,cutietestrun4June2020,18273,18273,,,,
cutietestrun4June2020,cutietestrun4June2020,18272,18272,,,,
cutietestrun4June2020,cutietestrun4June2020,18269,25411,,,18269,
cutietestrun4June2020,cutietestrun4June2020,18274,18274,,,,
cutietestrun4June2020,cutietestrun4June2020,18284,18284,,,,
cutietestrun4June2020,cutietestrun4June2020,18271,18271,,,,
cutietestrun4June2020,cutietestrun4June2020,18297,18297,,,,
cutietestrun4June2020,cutietestrun4June2020,18280,18280,,,,
cutietestrun4June2020,cutietestrun4June2020,18283,18283,,,,
cutietestrun4June2020,cutietestrun4June2020,18287,18287,,,,
cutietestrun4June2020,cutietestrun4June2020,18293,18293,,,,
cutietestrun4June2020,cutietestrun4June2020,18290,18290,,,,
cutietestrun4June2020,cutietestrun4June2020,18289,18289,,,,
cutietestrun4June2020,cutietestrun4June2020,18275,18275,,,,
cutietestrun4June2020,cutietestrun4June2020,18288,18288,,,,
cutietestrun4June2020,cutietestrun4June2020,18281,18281,,,,
cutietestrun4June2020,cutietestrun4June2020,18291,18291,,,,
cutietestrun4June2020,cutietestrun4June2020,18286,18286,,,,
cutietestrun4June2020,cutietestrun4June2020,18285,18285,,,,
cutietestrun4June2020,cutietestrun4June2020,18295,18295,,,,
cutietestrun4June2020,cutietestrun4June2020,18282,18282,,,,
cutietestrun4June2020,cutietestrun4June2020,18298,18298,,,,
cutietestrun4June2020,cutietestrun4June2020,18292,18292,,,,
cutietestrun4June2020,cutietestrun4June2020,18303,25413,,,18303,
cutietestrun4June2020,cutietestrun4June2020,18314,18314,,,,
cutietestrun4June2020,cutietestrun4June2020,18320,18320,,,,
cutietestrun4June2020,cutietestrun4June2020,18307,18307,,,,
cutietestrun4June2020,cutietestrun4June2020,18302,18302,,,,
cutietestrun4June2020,cutietestrun4June2020,18313,18313,,,,
cutietestrun4June2020,cutietestrun4June2020,18299,18299,,,,
cutietestrun4June2020,cutietestrun4June2020,18311,18311,,,,
cutietestrun4June2020,cutietestrun4June2020,18317,18317,,,,
cutietestrun4June2020,cutietestrun4June2020,18306,18306,,,,
cutietestrun4June2020,cutietestrun4June2020,18310,18310,,,,
cutietestrun4June2020,cutietestrun4June2020,18301,18301,,,,
cutietestrun4June2020,cutietestrun4June2020,18300,18300,,,,
cutietestrun4June2020,cutietestrun4June2020,18308,18308,,,,
cutietestrun4June2020,cutietestrun4June2020,18322,18322,,,,
cutietestrun4June2020,cutietestrun4June2020,18319,18319,,,,
cutietestrun4June2020,cutietestrun4June2020,18321,18321,,,,
cutietestrun4June2020,cutietestrun4June2020,18315,18315,,,,
cutietestrun4June2020,cutietestrun4June2020,18309,18309,,,,
cutietestrun4June2020,cutietestrun4June2020,18316,18316,,,,
cutietestrun4June2020,cutietestrun4June2020,18313,18318,,,18313,
,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17918,17918,,,,
cutietestrun28May2020,cutietestrun28May2020,17919,17919,,,,
cutietestrun28May2020,cutietestrun28May2020,17921,17921,,,,
cutietestrun28May2020,cutietestrun28May2020,17923,17923,,,,
cutietestrun28May2020,cutietestrun28May2020,17925,17925,,,,
cutietestrun28May2020,cutietestrun28May2020,17929,17929,,,,
cutietestrun28May2020,cutietestrun28May2020,17930,17930,,,,
cutietestrun28May2020,cutietestrun28May2020,17933,17933,,,,
cutietestrun28May2020,cutietestrun28May2020,17932,17932,,,,
cutietestrun28May2020,cutietestrun28May2020,17934,17934,,,,
cutietestrun28May2020,cutietestrun28May2020,17937,17937,,,,
cutietestrun28May2020,cutietestrun28May2020,17938,17938,,,,
cutietestrun28May2020,cutietestrun28May2020,17940,17940,,,,
cutietestrun28May2020,cutietestrun28May2020,17941,17941,,,,
cutietestrun28May2020,cutietestrun28May2020,17944,17944,,,,
cutietestrun28May2020,cutietestrun28May2020,17945,17945,,,,
cutietestrun28May2020,cutietestrun28May2020,17952,17952,,,,
cutietestrun28May2020,cutietestrun28May2020,17958,17958,,,,
cutietestrun28May2020,cutietestrun28May2020,17957,17957,,,,
cutietestrun28May2020,cutietestrun28May2020,17959,17959,,,,
cutietestrun28May2020,cutietestrun28May2020,17960,17960,,,,
cutietestrun28May2020,cutietestrun28May2020,17961,17961,,,,
cutietestrun28May2020,cutietestrun28May2020,17962,17962,,,,
cutietestrun28May2020,cutietestrun28May2020,17964,17964,,,,
cutietestrun28May2020,cutietestrun28May2020,17963,17963,,,,
cutietestrun28May2020,cutietestrun28May2020,17966,17966,,,,
cutietestrun28May2020,cutietestrun28May2020,17968,17968,,,,
cutietestrun28May2020,cutietestrun28May2020,17972,17972,,,,
cutietestrun28May2020,cutietestrun28May2020,17971,17971,,,,
cutietestrun28May2020,cutietestrun28May2020,17974,17974,,,,
cutietestrun28May2020,cutietestrun28May2020,17973,25429,,,17973,
cutietestrun28May2020,cutietestrun28May2020,17975,17975,,,,
cutietestrun28May2020,cutietestrun28May2020,,18985,,,,
cutietestrun28May2020,cutietestrun28May2020,,18994,,,,
cutietestrun28May2020,cutietestrun28May2020,,18673,,,,
cutietestrun28May2020,cutietestrun28May2020,,18989,,,,
cutietestrun28May2020,cutietestrun28May2020,,26067,,,,
